bioguideId,name,terms
B001230,"Baldwin, Tammy","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1999}, {'chamber': 'Senate', 'startYear': 2013}]}"
B001243,"Blackburn, Marsha","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2003}, {'chamber': 'Senate', 'startYear': 2019}]}"
B000029,"Bafalis, L. A. (Skip)","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
J000099,"Jenrette, John W., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}]}"
S000142,"Schroeder, Patricia","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1973}]}"
M001227,"McClellan, Jennifer L.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
P000620,"Pettersen, Brittany","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000416,"Donnelly, Brian J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1979}]}"
B000966,"Broyhill, James T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1986, 'startYear': 1963}, {'chamber': 'Senate', 'endYear': 1987, 'startYear': 1986}]}"
O000085,"Olver, John W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1991}]}"
A000017,"Abourezk, James","{'item': [{'chamber': 'House of Representatives', 'endYear': 1973, 'startYear': 1971}, {'chamber': 'Senate', 'endYear': 1979, 'startYear': 1973}]}"
R000606,"Raskin, Jamie","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
D000566,"Durenberger, Dave","{'item': [{'chamber': 'Senate', 'endYear': 1995, 'startYear': 1977}]}"
W000828,"Williams, Brandon","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
V000136,"Vasquez, Gabe","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
V000135,"Van Orden, Derrick","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
T000487,"Tokuda, Jill N.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
T000488,"Thanedar, Shri","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001225,"Sorensen, Eric","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001224,"Self, Keith","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001222,"Santos, George","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001226,"Salinas, Andrea","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
G000600,"Perez, Marie Gluesenkamp","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
O000175,"Ogles, Andrew","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
N000193,"Nunn, Zachary","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
N000194,"Nickel, Wiley","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001225,"Mullin, Kevin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001219,"Moylan, James C.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001217,"Moskowitz, Jared","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001224,"Moran, Nathaniel","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001221,"Molinaro, Marcus J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001216,"Mills, Cory","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001222,"Miller, Max L.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001220,"McGarvey, Morgan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001218,"McCormick, Richard","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M001223,"Magaziner, Seth","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000603,"Luttrell, Morgan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000596,"Luna, Anna Paulina","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000602,"Lee, Summer L.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000597,"Lee, Laurel M.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000599,"Lawler, Michael","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000600,"Langworthy, Nicholas A.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000601,"Landsman, Greg","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
L000598,"LaLota, Nick","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
K000401,"Kiley, Kevin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
K000399,"Kiggans, Jennifer A","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
K000398,"Kean, Thomas H.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
K000400,"Kamlager-Dove, Sydney","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
J000307,"James, John","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
J000308,"Jackson, Jeff","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
I000058,"Ivey, Glenn","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
H001095,"Hunt, Wesley","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
H001094,"Hoyle, Val T.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
H001093,"Houchin, Erin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
H001096,"Hageman, Harriet M.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
G000599,"Goldman, Daniel S.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
G000598,"Garcia, Robert","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
F000478,"Fry, Russell","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
F000476,"Frost, Maxwell","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
F000477,"Foushee, Valerie P.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
E000235,"Ezell, Mike","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
E000246,"Edwards, Chuck","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000633,"Duarte, John S.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000632,"D'Esposito, Anthony","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000530,"Deluzio, Christopher R.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000594,"De La Cruz, Monica","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
D000230,"Davis, Donald G.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001132,"Crane, Elijah","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001129,"Collins, Mike","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001133,"Ciscomani, Juan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001135,"Chavez-DeRemer, Lori","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001131,"Casar, Greg","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001134,"Caraveo, Yadira","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
B001316,"Burlison, Eric","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
B001315,"Budzinski, Nikki","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
B001317,"Brecheen, Josh","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
B001314,"Bean, Aaron","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
B001318,"Balint, Becca","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
A000379,"Alford, Mark","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001218,"Stansbury, Melanie Ann","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
N000192,"Newman, Marie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
M001186,"Meijer, Peter","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
K000396,"Kahele, Kaiali'i","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
J000306,"Jones, Mondaire","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
H001084,"Herrell, Yvette","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
C001104,"Cawthorn, Madison","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
B001312,"Bourdeaux, Carolyn","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2021}]}"
J000020,"Jacobs, Chris","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2020}]}"
K000395,"Keller, Fred","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
L000591,"Luria, Elaine G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
T000479,"Taylor, Van","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
G000588,"Gonzalez, Anthony","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
M001203,"Malinowski, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
A000378,"Axne, Cynthia","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
S001204,"San Nicolas, Michael F. Q.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
L000588,"Lamb, Conor","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2018}]}"
C001109,"Cheney, Liz","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
M001200,"McEachin, A. Donald","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2017}]}"
S001201,"Suozzi, Thomas R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
B001304,"Brown, Anthony G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
H001074,"Hollingsworth, Trey","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
D000627,"Demings, Val Butler","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
M001202,"Murphy, Stephanie N.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
L000586,"Lawson, Al, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
O000171,"O'Halleran, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2017}]}"
S001197,"Sasse, Ben","{'item': [{'chamber': 'Senate', 'endYear': 2023, 'startYear': 2015}]}"
K000386,"Katko, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2015}]}"
R000602,"Rice, Kathleen M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2015}]}"
Z000017,"Zeldin, Lee M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2015}]}"
L000581,"Lawrence, Brenda L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2015}]}"
H001071,"Hice, Jody B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2015}]}"
R000597,"Rice, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2013}]}"
M001185,"Maloney, Sean Patrick","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2013}]}"
W000813,"Walorski, Jackie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2013}]}"
B001286,"Bustos, Cheri","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2013}]}"
D000619,"Davis, Rodney","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2013}]}"
L000579,"Lowenthal, Alan S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2013}]}"
S001175,"Speier, Jackie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2008}]}"
S001165,"Sires, Albio","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2005}]}"
R000585,"Reed, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2010}]}"
M001180,"McKinley, David B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
H001056,"Herrera Beutler, Jaime","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
G000563,"Gibbs, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
P000601,"Palazzo, Steven M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
L000576,"Long, Billy","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
H001053,"Hartzler, Vicky","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
K000378,"Kinzinger, Adam","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
B001270,"Bass, Karen","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2011}]}"
B001274,"Brooks, Mo","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
Y000062,"Yarmuth, John A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2007}]}"
P000593,"Perlmutter, Ed","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2007}]}"
M001166,"McNerney, Jerry","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2007}]}"
S001180,"Schrader, Kurt","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2009}]}"
K000368,"Kirkpatrick, Ann","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 2009}, {'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2013}, {'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
R000072,"Ravenel, Arthur, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}]}"
P000523,"Price, David E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}, {'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1997}]}"
P000449,"Portman, Rob","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1993}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2011}]}"
T000461,"Toomey, Patrick","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1999}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2011}]}"
K000188,"Kind, Ron","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1997}]}"
B000755,"Brady, Kevin","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1997}]}"
B000575,"Blunt, Roy","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1997}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2011}]}"
Y000033,"Young, Don","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 1973}]}"
U000031,"Upton, Fred","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1987}]}"
S000393,"Shumway, Norman D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}]}"
S000320,"Shelby, Richard C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1979}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 1987}]}"
R000515,"Rush, Bobby L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1993}]}"
R000486,"Roybal-Allard, Lucille","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1993}]}"
M000087,"Maloney, Carolyn B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 1993}]}"
L000174,"Leahy, Patrick J.","{'item': [{'chamber': 'Senate', 'endYear': 2023, 'startYear': 1975}]}"
C000802,"Cotton, Norris","{'item': [{'chamber': 'House of Representatives', 'endYear': 1953, 'startYear': 1947}, {'chamber': 'Senate', 'endYear': 1977, 'startYear': 1953}]}"
C000721,"Cook, Marlow W.","{'item': [{'chamber': 'Senate', 'endYear': 1975, 'startYear': 1967}]}"
G000552,"Gohmert, Louie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2005}]}"
B001251,"Butterfield, G. K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2004}]}"
R000577,"Ryan, Tim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2003}]}"
L000559,"Langevin, James R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2001}]}"
C000754,"Cooper, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}, {'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2003}]}"
C000266,"Chabot, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1995}, {'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2011}]}"
B001135,"Burr, Richard","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 2005}]}"
